FISCAL_YEAR,PRODUCT,CONVEYANCE,ORIGIN,COUNT_OF_LINES,SUM_OF_MSRP,duty_rate,product_complexity,hts_chapter,country_seizure_history,country_avg_seizure_value,product_seizure_history,conveyance_seizure_history,log_declared_value,line_count_log,line_complexity_score,line_risk_tier,complexity_bonus,declared_value_category,declared_line_category,tariff_evasion_incentive,high_value_shipment,complex_shipment,extremely_complex,very_complex,is_china,is_hong_kong,is_vietnam,is_mexico,is_express,is_air_freight,is_vessel,high_duty_product,complex_product,is_clothing,is_electronics,is_jewelry,fiscal_year_trend,china_clothing,china_electronics,express_clothing,high_duty_express,significant_seizure,repeat_country,repeat_product,high_risk_seizure
2023,Clothing,Commercial Air,Federal Republic of Nigeria,69,190268,12.5,High,62,95,169082.52631578947,740,1047,12.156194139331351,4.248495242049359,8,4,2.066862759472976,4,4,4.660172387854871,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,4,0,0,0,0,1,0,1,1
2023,Clothing,Commercial Air,Federative Republic of Brazil,10,37690,12.5,High,62,26,30718.384615384617,740,1047,10.537176618145875,2.3978952727983707,4,2,0.0,2,1,1.3171470772682343,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4,0,0,0,0,0,0,1,0
2023,Clothing,Commercial Air,French Republic,12,7810,12.5,High,62,56,22283.285714285714,740,1047,8.963288275610298,2.5649493574615367,4,2,0.7884573603642702,1,2,2.0038073611977505,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4,0,0,0,0,0,0,1,0
2023,Clothing,Commercial Air,Hashemite Kingdom of Jordan,38,121208,12.5,High,62,26,81523.88461538461,740,1047,11.705271607286148,3.6635616461296463,6,3,1.5686159179138452,4,3,3.7582933717475218,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4,0,0,0,0,1,0,1,1
2023,Clothing,Commercial Air,Hong Kong Special Administrative Region,409,1140240,12.5,High,62,284,8244237.552816901,740,1047,13.946750201536878,6.016157159698354,10,5,3.735285826928092,4,4,8.25523107013051,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,4,0,0,0,0,1,1,1,1
2023,Clothing,Commercial Air,Islamic Republic of Pakistan,2,41170,12.5,High,62,54,227779.8148148148,740,1047,10.625489404000177,1.0986122886681098,1,0,0.0,2,0,1.3281861755000222,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4,0,0,0,0,0,0,1,0
2023,Clothing,Commercial Air,Japan,2,1720,12.5,High,62,47,14714.510638297872,740,1047,7.450660796211539,1.0986122886681098,1,0,0.0,1,0,0.9313325995264424,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4,0,0,0,0,0,0,1,0
2023,Clothing,Commercial Air,Kingdom of Cambodia,33,89084,12.5,High,62,32,94357.4375,740,1047,11.39734624911807,3.5263605246161616,6,3,1.4586150226995167,3,3,3.50271083837371,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4,0,0,0,0,0,0,1,0
2023,Clothing,Commercial Air,Kingdom of Thailand,259,528476,12.5,High,62,125,997476.0,740,1047,13.17775456395092,5.560681631015528,10,5,3.292126286607793,4,4,7.070073345299945,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,4,0,0,0,0,1,1,1,1
2023,Clothing,Commercial Air,Malaysia,57,67292,12.5,High,62,96,637294.28125,740,1047,11.116811498336135,4.060443010546419,8,4,1.9021075263969205,3,4,4.032772789857141,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,4,0,0,0,0,0,0,1,0
2023,Clothing,Commercial Air,People's Republic of China,2684,21062297,12.5,High,62,472,14582791.302966101,740,1047,16.862995175526414,7.895436006942965,10,5,5.596197263976263,4,4,13.903955329906532,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,4,1,0,0,0,1,1,1,1
2023,Clothing,Commercial Air,Republic of Austria,3,760,12.5,High,62,7,32687.571428571428,740,1047,6.634633357861686,1.3862943611198906,1,0,0.0,0,0,0.8293291697327108,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4,0,0,0,0,0,0,1,0
2023,Clothing,Commercial Air,Republic of Cameroon,86,124408,12.5,High,62,24,41624.916666666664,740,1047,11.73132980393716,4.465908118654584,8,4,2.2617630984737906,4,4,4.7831023313135,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,4,0,0,0,0,1,0,1,1
2023,Clothing,Commercial Air,Republic of Colombia,22,83655,12.5,High,62,105,596276.8285714285,740,1047,11.334468431278424,3.1354942159291497,4,2,1.1631508098056809,3,2,3.0647705707296065,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4,0,0,0,0,0,1,1,1
2023,Clothing,Commercial Air,Republic of Cyprus,35,31150,12.5,High,62,5,26952.0,740,1047,10.346601626429049,3.58351893845611,6,3,1.5040773967762742,2,3,3.238586408273702,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4,0,0,0,0,0,0,1,0
2023,Clothing,Commercial Air,Republic of Ecuador,11,6384,12.5,High,62,33,106683.54545454546,740,1047,8.76170676846664,2.4849066497880004,4,2,0.7419373447293773,1,2,1.907793027945024,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4,0,0,0,0,0,0,1,0
2023,Clothing,Commercial Air,Republic of Ghana,36,102901,12.5,High,62,33,56003.84848484849,740,1047,11.541532357979225,3.6109179126442243,6,3,1.5260563034950492,4,3,3.6443200706081873,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4,0,0,0,0,1,0,1,1
2023,Clothing,Commercial Air,Republic of Guatemala,26,50844,12.5,High,62,20,6345.6,740,1047,10.836537068225239,3.295836866004329,6,3,1.2809338454620642,3,3,3.0896780208148993,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4,0,0,0,0,1,0,1,1
2023,Clothing,Commercial Air,Republic of India,2,33656,12.5,High,62,86,2389196.6744186045,740,1047,10.423976337213075,1.0986122886681098,1,0,0.0,2,0,1.3029970421516344,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4,0,0,0,0,0,0,1,0
2023,Clothing,Commercial Air,Republic of Kenya,27,6546,12.5,High,62,24,51269.041666666664,740,1047,8.786762208441091,3.332204510175204,6,3,1.308332819650179,1,3,2.535346448025807,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4,0,0,0,0,0,0,1,0
2023,Clothing,Commercial Air,Republic of Korea,154,444981,12.5,High,62,102,2899829.205882353,740,1047,13.005789110892074,5.043425116919247,10,5,2.797281334830153,4,4,6.173330029440965,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,4,0,0,0,0,1,1,1,1
2023,Clothing,Commercial Air,Republic of Liberia,83,120340,12.5,High,62,17,39341.58823529412,740,1047,11.698084658528748,4.430816798843313,8,4,2.2300144001592104,4,4,4.723122737666175,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,4,0,0,0,0,1,0,1,1
2023,Clothing,Commercial Air,Republic of Niger,1,200,12.5,High,62,1,200.0,740,1047,5.303304908059076,0.6931471805599453,1,0,0.0,0,0,0.6629131135073846,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4,0,0,0,0,0,0,1,0
2023,Clothing,Commercial Air,Republic of Peru,45,161829,12.5,High,62,20,45019.45,740,1047,11.994301680510931,3.828641396489095,6,3,1.7047480922384253,4,3,4.05519557351176,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4,0,0,0,0,1,0,1,1
2023,Clothing,Commercial Air,Republic of Rwanda,2,1800,12.5,High,62,11,7367.636363636364,740,1047,7.496097345175956,1.0986122886681098,1,0,0.0,1,0,0.9370121681469945,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4,0,0,0,0,0,0,1,0
2023,Clothing,Commercial Air,Republic of Sierra Leone,37,99940,12.5,High,62,4,28735.0,740,1047,11.512335290851738,3.6375861597263857,6,3,1.547562508716013,3,3,3.666049221842768,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4,0,0,0,0,1,0,1,1
2023,Clothing,Commercial Air,Republic of Turkiye,443,3631547,12.5,High,62,137,1184784.781021898,740,1047,15.105169561619652,6.095824562432225,10,5,3.8133070324889884,4,4,9.08822735973531,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,4,0,0,0,0,1,1,1,1
2023,Clothing,Commercial Air,Republic of Zambia,4,5470,12.5,High,62,7,7376.142857142857,740,1047,8.607216694063826,1.6094379124341003,1,0,0.0,1,0,1.0759020867579783,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4,0,0,0,0,0,0,1,0
2023,Clothing,Commercial Air,Republic of the Philippines,158,806706,12.5,High,62,138,1315450.7536231885,740,1047,13.600715808214801,5.0689042022202315,10,5,2.8213788864092133,4,4,6.496686028695507,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,4,0,0,0,0,1,1,1,1
2023,Clothing,Commercial Air,Socialist Republic of Vietnam,1026,4480863,12.5,High,62,145,961935.6965517241,740,1047,15.315326442939478,6.934397209928558,10,5,4.640537329825382,4,4,10.798333814982737,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,4,0,0,0,0,1,1,1,1
2023,Clothing,Commercial Air,Taiwan,61,101639,12.5,High,62,88,319837.6818181818,740,1047,11.5291924374341,4.127134385045092,8,4,1.9600947840472698,4,4,4.265937799790738,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,4,0,0,0,0,1,0,1,1
2023,Clothing,Commercial Air,United Arab Emirates,35,97534,12.5,High,62,120,509279.625,740,1047,11.487966566929034,3.58351893845611,6,3,1.5040773967762742,3,3,3.595844676896066,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4,0,0,0,0,0,1,1,1
2023,Clothing,Commercial Air,United Kingdom of Great Britain and Northern Ireland,5,33872,12.5,High,62,86,127475.40697674418,740,1047,10.430373515848633,1.791759469228055,2,1,0.0,2,0,1.303796689481079,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4,0,0,0,0,0,0,1,0
2023,Clothing,Commercial Air,United Republic of Tanzania,2,1380,12.5,High,62,25,21458.28,740,1047,7.2305631534092925,1.0986122886681098,1,0,0.0,1,0,0.9038203941761616,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4,0,0,0,0,0,0,1,0
2023,Clothing,Commercial Air,United States of America,12,31828,12.5,High,62,197,300035.71065989847,740,1047,10.368133102880323,2.5649493574615367,4,2,0.7884573603642702,2,2,2.3178704951353444,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4,0,0,0,0,0,1,1,1
2023,Clothing,Commercial Air,Unknown,439,1385539,12.5,High,62,345,1934068.895652174,740,1047,14.14160051331231,6.0867747269123065,10,5,3.8044377947482086,4,4,8.492804998048541,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,4,0,0,0,0,1,1,1,1
2023,Clothing,Commercial Truck,Canada,2,2500,12.5,High,62,107,56862.40186915888,740,147,7.824445930877619,1.0986122886681098,1,0,0.0,1,0,0.9780557413597024,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,0,0,0,0,0,1,1,1
2023,Clothing,Commercial Truck,Dominican Republic,1,630,12.5,High,62,103,334914.5048543689,740,147,6.447305862541213,0.6931471805599453,1,0,0.0,0,0,0.8059132328176516,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,0,0,0,0,0,1,1,1
2023,Clothing,Commercial Truck,People's Republic of China,14,467111,12.5,High,62,472,14582791.302966101,740,147,13.05432433659052,2.70805020110221,4,2,0.8754687373538999,4,2,3.060372147569214,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,4,1,0,0,0,1,1,1,1
2023,Clothing,Commercial Truck,Portuguese Republic,2,1250,12.5,High,62,9,28467.0,740,147,7.1316985104669115,1.0986122886681098,1,0,0.0,1,0,0.8914623138083639,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,0,0,0,0,0,0,1,0
2023,Clothing,Commercial Truck,Socialist Republic of Vietnam,1,2700,12.5,High,62,145,961935.6965517241,740,147,7.901377353792616,0.6931471805599453,1,0,0.0,1,0,0.987672169224077,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,4,0,0,0,0,0,1,1,1
2023,Clothing,Commercial Truck,United Mexican States,3,6723,12.5,High,62,170,261079.97647058824,740,147,8.813438494528507,1.3862943611198906,1,0,0.0,1,0,1.1016798118160633,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,4,0,0,0,0,0,1,1,1
2023,Clothing,Commercial Truck,United States of America,5,5,12.5,High,62,197,300035.71065989847,740,147,1.791759469228055,1.791759469228055,2,1,0.0,0,0,0.2239699336535069,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,0,0,0,0,0,1,1,1
2023,Clothing,Commercial Truck,Unknown,21,52873,12.5,High,62,345,1934068.895652174,740,147,10.875667003640183,3.091042453358316,4,2,1.1314021114911006,3,2,2.897552451929097,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,0,0,0,0,0,1,1,1
2023,Clothing,Commercial Vessel,Arab Republic of Egypt,2,66480,12.5,High,62,29,90317.24137931035,740,300,11.104671471534129,1.0986122886681098,1,0,0.0,3,0,1.388083933941766,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,0,0,0,0,0,0,1,0
2023,Clothing,Commercial Vessel,Bolivarian Republic of Venezuela,15,4355,12.5,High,62,10,36477.4,740,300,8.37930948405285,2.772588722239781,4,2,0.9162907318741551,1,2,2.007149137974461,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,0,0,0,0,0,0,1,0
2023,Clothing,Commercial Vessel,Cayman Islands,6,16310,12.5,High,62,1,16310.0,740,300,9.69959500581403,1.9459101490553132,2,1,0.0,2,1,1.2124493757267538,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,0,0,0,0,0,0,1,0
2023,Clothing,Commercial Vessel,Dominican Republic,26,75170,12.5,High,62,103,334914.5048543689,740,300,11.227520797262487,3.295836866004329,6,3,1.2809338454620642,3,3,3.201154023388153,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,0,0,0,0,0,1,1,1
2023,Clothing,Commercial Vessel,Federal Republic of Nigeria,11,2518,12.5,High,62,95,169082.52631578947,740,300,7.831617276352611,2.4849066497880004,4,2,0.7419373447293773,1,2,1.7052733254132981,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,0,0,0,0,0,0,1,0
2023,Clothing,Commercial Vessel,People's Republic of China,414,48034943,12.5,High,62,472,14582791.302966101,740,300,17.687439304008706,6.028278520230698,10,5,3.7471483622379123,4,4,10.495612315525925,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,4,1,0,0,0,1,1,1,1
2023,Clothing,Commercial Vessel,Republic of Colombia,1,6720,12.5,High,62,105,596276.8285714285,740,300,8.812992231969966,0.6931471805599453,1,0,0.0,1,0,1.1016240289962458,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,0,0,0,0,0,1,1,1
2023,Clothing,Commercial Vessel,Republic of India,2,1730,12.5,High,62,86,2389196.6744186045,740,300,7.456454555176209,1.0986122886681098,1,0,0.0,1,0,0.9320568193970261,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,0,0,0,0,0,0,1,0
2023,Clothing,Commercial Vessel,Republic of Senegal,36,28030,12.5,High,62,10,289546.1,740,300,10.24106631958382,3.6109179126442243,6,3,1.5260563034950492,2,3,3.2336887663869436,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,0,0,0,0,0,0,1,0
2023,Clothing,Commercial Vessel,Republic of Turkiye,34,229055,12.5,High,62,137,1184784.781021898,740,300,12.341721794125698,3.5553480614894135,6,3,1.4816045409242156,4,3,3.828409105890711,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,0,0,0,0,1,1,1,1
2023,Clothing,Commercial Vessel,Socialist Republic of Vietnam,24,1869895,12.5,High,62,145,961935.6965517241,740,300,14.441393372310937,3.2188758248682006,4,2,1.2237754316221157,4,2,4.0143019724669395,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,4,0,0,0,0,1,1,1,1
2023,Clothing,Commercial Vessel,United States of America,2,8940,12.5,High,62,197,300035.71065989847,740,300,9.098402718735318,1.0986122886681098,1,0,0.0,1,0,1.1373003398419148,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,0,0,0,0,0,1,1,1
2023,Clothing,Commercial Vessel,Unknown,2,4200,12.5,High,62,345,1934068.895652174,740,300,8.343077871169383,1.0986122886681098,1,0,0.0,1,0,1.0428847338961729,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,0,0,0,0,0,1,1,1
2023,Clothing,Express Consignment,Arab Republic of Egypt,12,22976,12.5,High,62,29,90317.24137931035,740,1448,10.042248994577703,2.5649493574615367,4,2,0.7884573603642702,2,2,2.245016766120398,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,4,0,0,1,1,0,0,1,0
2023,Clothing,Express Consignment,Canada,2,609,12.5,High,62,107,56862.40186915888,740,1448,6.413458957167357,1.0986122886681098,1,0,0.0,0,0,0.8016823696459197,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,4,0,0,1,1,0,1,1,1
2023,Clothing,Express Consignment,Federal Republic of Germany,6,11220,12.5,High,62,49,44120.28571428572,740,1448,9.325542301664866,1.9459101490553132,2,1,0.0,2,1,1.1656927877081082,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,4,0,0,1,1,0,0,1,0
2023,Clothing,Express Consignment,Federal Republic of Nigeria,19,30425,12.5,High,62,95,169082.52631578947,740,1448,10.323052785023075,2.995732273553991,4,2,1.0647107369924282,2,2,2.664264740472091,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,4,0,0,1,1,0,0,1,0
2023,Clothing,Express Consignment,Federative Republic of Brazil,12,363910,12.5,High,62,26,30718.384615384617,740,1448,12.80466461122803,2.5649493574615367,4,2,0.7884573603642702,4,2,2.8625745838683336,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,4,0,0,1,1,1,0,1,1
2023,Clothing,Express Consignment,Hong Kong Special Administrative Region,1938,7219501,12.5,High,62,284,8244237.552816901,740,1448,15.792296533420867,7.569927655242652,10,5,5.271973391208435,4,4,12.38110795546111,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,4,0,0,1,1,1,1,1,1
2023,Clothing,Express Consignment,Islamic Republic of Pakistan,11,37418,12.5,High,62,54,227779.8148148148,740,1448,10.52993387579382,2.4849066497880004,4,2,0.7419373447293773,2,2,2.292810631972026,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,4,0,0,1,1,0,0,1,0
2023,Clothing,Express Consignment,Italian Republic,21,27010,12.5,High,62,60,34702.61666666667,740,1448,10.203999469426009,3.091042453358316,4,2,1.1314021114911006,2,2,2.7186032518485828,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,4,0,0,1,1,1,0,1,1
2023,Clothing,Express Consignment,Kingdom of Thailand,1474,3919978,12.5,High,62,125,997476.0,740,1448,15.181596854609438,7.29641326877392,10,5,4.99991133073328,4,4,11.386029373324487,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,4,0,0,1,1,1,1,1,1
2023,Clothing,Express Consignment,Lao People's Democratic Republic,11,44430,12.5,High,62,31,205761.09677419355,740,1448,10.701692702991545,2.4849066497880004,4,2,0.7419373447293773,2,2,2.3302097713948555,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,4,0,0,1,1,0,0,1,0
2023,Clothing,Express Consignment,Lebanese Republic,1,550,12.5,High,62,18,25353.222222222223,740,1448,6.311734809152915,0.6931471805599453,1,0,0.0,0,0,0.7889668511441144,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,4,0,0,1,1,0,0,1,0
2023,Clothing,Express Consignment,Malaysia,165,269823,12.5,High,62,96,637294.28125,740,1448,12.50552517358087,5.111987788356544,10,5,2.8622008809294686,4,4,6.03735629273621,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,4,0,0,1,1,1,0,1,1
2023,Clothing,Express Consignment,People's Republic of Bangladesh,42,314309,12.5,High,62,12,84575.33333333333,740,1448,12.65813503901512,3.7612001156935624,6,3,1.6486586255873816,4,3,4.190884819367158,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,4,0,0,1,1,1,0,1,1
2023,Clothing,Express Consignment,People's Republic of China,1812,6351150,12.5,High,62,472,14582791.302966101,740,1448,15.664146614285814,7.502738210754851,10,5,5.205104984825858,4,4,12.149709279918499,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,4,1,0,1,1,1,1,1,1
2023,Clothing,Express Consignment,Republic of Albania,5,3870,12.5,High,62,15,39598.86666666667,740,1448,8.261268150577648,1.791759469228055,2,1,0.0,1,0,1.032658518822206,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,4,0,0,1,1,0,0,1,0
2023,Clothing,Express Consignment,Republic of Bulgaria,249,889669,12.5,High,62,38,69866.1052631579,740,1448,13.698605886433151,5.521460917862246,10,5,3.254242968705492,4,4,7.284649721678238,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,4,0,0,1,1,1,0,1,1
2023,Clothing,Express Consignment,Republic of Chile,13,294459,12.5,High,62,17,57731.41176470588,740,1448,12.5928984494194,2.6390573296152584,4,2,0.832909122935104,4,2,2.885204806517018,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,4,0,0,1,1,1,0,1,1
2023,Clothing,Express Consignment,Republic of Colombia,741,1800657,12.5,High,62,105,596276.8285714285,740,1448,14.403662711622795,6.60934924316738,10,5,4.318820558770089,4,4,9.57631216902118,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,4,0,0,1,1,1,1,1,1
2023,Clothing,Express Consignment,Republic of Ecuador,27,60888,12.5,High,62,33,106683.54545454546,740,1448,11.016807813409786,3.332204510175204,6,3,1.308332819650179,3,3,3.178807380434042,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,4,0,0,1,1,0,0,1,0
2023,Clothing,Express Consignment,Republic of El Salvador,3,2810,12.5,High,62,12,48899.666666666664,740,1448,7.941295570906532,1.3862943611198906,1,0,0.0,1,0,0.9926619463633165,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,4,0,0,1,1,0,0,1,0
2023,Clothing,Express Consignment,Republic of Estonia,1,1650,12.5,High,62,3,21297.666666666668,740,1448,7.409136443920128,0.6931471805599453,1,0,0.0,1,0,0.9261420554900162,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,4,0,0,1,1,0,0,1,0
2023,Clothing,Express Consignment,Republic of Guatemala,10,6932,12.5,High,62,20,6345.6,740,1448,8.84404789894249,2.3978952727983707,4,2,0.0,1,1,1.1055059873678112,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,4,0,0,1,1,0,0,1,0
2023,Clothing,Express Consignment,Republic of India,32,715199,12.5,High,62,86,2389196.6744186045,740,1448,13.48031750284144,3.4965075614664802,6,3,1.4350845252893227,4,3,4.103214068394499,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,4,0,0,1,1,1,0,1,1
2023,Clothing,Express Consignment,Republic of Indonesia,9,38520,12.5,High,62,28,23067.821428571428,740,1448,10.558958826115072,2.302585092994046,2,1,0.0,2,1,1.319869853264384,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,4,0,0,1,1,1,0,1,1
2023,Clothing,Express Consignment,Republic of Iraq,12,25056,12.5,High,62,42,145125.09523809524,740,1448,10.128908508594378,2.5649493574615367,4,2,0.7884573603642702,2,2,2.2643901218314872,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,4,0,0,1,1,0,0,1,0
2023,Clothing,Express Consignment,Republic of Kenya,5,1580,12.5,High,62,24,51269.041666666664,740,1448,7.365812837209472,1.791759469228055,2,1,0.0,1,0,0.920726604651184,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,4,0,0,1,1,0,0,1,0
